Document_title,Stop number,BOL_Number,BOL_Key,Origin_Address,O_A_Key,Origin_Zip,Origin_City,Origin_State,Origin_Country,Weight_label,Weight,Dest_Address,D_A_Key,Dest_Zip,Dest_City,Dest_State,Dest_Country,B_T_Key,Bill_To_Address,Bill_To_Zip,Bill_To_City,Bill_To_State,Bill_To_Country,Pickup_Date,Delivery_Date
PHXII NSM - 2158796,0,2158796,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,42670,"ALBERTSONS-IRVINE 9300 Toledo Way Irvine, CA 92718",Destination,92718,IRVINE,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/12/2023,6/14/2023
PHXII NSM - 2159375,0,2159375,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,42312,"SAFEWAY RETAIL/NORCAL-TRACY 16900 West Schulte Rd Tracy, CA 95304",Destination,95304,TRACY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/11/2023,6/12/2023
PHXII NSM - 2159466,0,2159466,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,41483.99,"TOPCO/STATER BROS-SAN BERNARDI 311 S Tippecanoe Ave San Bernardino, CA 92408",Destination,92408,SAN BERNADINO,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/13/2023,6/16/2023
PHXII NSM - 2159523,0,2159523,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"KROGER IND/VERACITY-CLEARFIELD FREEPORT CENTER bldg E7 Clearfield, UT 84016",Destination,84016,CLEARFIELD,UT,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/14/2023,6/15/2023
PHXII NSM - 2159525,0,2159525,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"KROGER IND/VERACITY-CLEARFIELD FREEPORT CENTER bldg E7 Clearfield, UT 84016",Destination,84016,CLEARFIELD,UT,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/19/2023,6/20/2023
PHXII NSM - 2159777,0,2159777,REF,"Amalgamated Sugar-Nyssa 105 East Main Street Nyssa, OR 97913",Origin,97913,NYSSA,OR,USA,Weight,42882.97,"PLUSH PIPPIN PIE-KENT 21331 88TH PLACE S BUILDING F Kent, WA 98031",Destination,98031,KENT,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/19/2023,6/20/2023
PHXII NSM - 2159779,0,2159779,REF,"Amalgamated Sugar-Nyssa 105 East Main Street Nyssa, OR 97913",Origin,97913,NYSSA,OR,USA,Weight,42882.97,"PLUSH PIPPIN PIE-KENT 21331 88TH PLACE S BUILDING F Kent, WA 98031",Destination,98031,KENT,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/22/2023,6/23/2023
PHXII NSM - 2159782,0,2159782,REF,"Amalgamated Sugar-Nyssa 105 East Main Street Nyssa, OR 97913",Origin,97913,NYSSA,OR,USA,Weight,42882.97,"PLUSH PIPPIN PIE-KENT 21331 88TH PLACE S BUILDING F Kent, WA 98031",Destination,98031,KENT,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/26/2023,6/27/2023
PHXII NSM - BaseTender-2157013,0,2157013,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-RANCHO CORDOVA 11350 Sunrise Park Rancho Cordova, CA 95742",Destination,95742,RANCHO CORDOVA,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,5/28/2023,5/29/2023
PHXII NSM - SN220378,0,SN220378,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,42900,"SAFEWAY STORES RETAIL-AUBURN 3520 Pacific Ave Auburn, WA 98001",Destination,98001,AUBURN,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/5/2023,6/6/2023
PHXII NSM - SN221431,0,SN221431,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43212,"SAFEWAY STORES RETAIL-AUBURN 3520 Pacific Ave Auburn, WA 98001",Destination,98001,AUBURN,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/14/2023,6/15/2023
PHXII NSM -2157706,0,2157706,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"Central California Baking Co. 701 Industrial Drive Exeter, CA 93221",Destination,93221,EXETER,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,5/30/2023,6/1/2023
PHXII NSM -2157758,0,2157758,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"VENTURA FOODS-PORTLAND 9000 Ne Marx Portland, OR 97220",Destination,97220,PORTLAND,OR,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/11/2023,6/12/2023
PHXII NSM -2157868,0,2157868,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/13/2023,6/13/2023
PHXII NSM BaseTender-2157089,0,2157089,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,42900,"SAFEWAY RETAIL/NORCAL-TRACY 16900 West Schulte Rd Tracy, CA 95304",Destination,95304,TRACY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,5/28/2023,5/29/2023
PHXII NSM-2157384,0,2157384,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BEAVERTON FOODS-HILLSBORO 7100 NW Century Blvd Hillsboro, OR 97124",Destination,97124,HILLSBORO,OR,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/7/2023,6/8/2023
PRO 1367763,0,3443664,ORD,1185 CROSSROAD PKWY,Street Address,60446,ROMEOVILLE,IL,USA,Total Act. WT,27919,315 EAST STATE HIGHWAY 28,Street Address,56267,MORRIS,MN,USA,Street Address,1185 CROSSROAD PKWY,60446,ROMEOVILLE,IL,USA,5/10/2023,5/11/2023
TechTender-TGL175152,0,TGL175152,REF,"Hodges Warehouse Dock #13 1550 Jackson Ferry Road MONTGOMERY, AL 36104",Origin,36104,MONTGOMERY,AL,USA,TOTAL WGHT,44310,"STAPLES 1233 W COUNTY RD E SAINT PAUL, MN 55112",Destination,55112,SAINT PAUL,MN,USA,Bill-To,"Send POD within 24-48 hours from delivery to: TransPODsupport@technicolor.com. Invoice submission: New TGL carriers: Use load Id as invoice number. Send invoice, POD, load tender, W9, and NOA to carrier.invoice.support@technicolor.com for CTSI carrier set up: Vantiva c/o CTSI 3403--1 South Prescott st, Memphis, TN 38111-4618",38111,MEMPHIS,TN,USA,6/30/2023,7/3/2023
TechTender-TGL175155,0,TGL175155,REF,"Hodges Warehouse Dock #13 1550 Jackson Ferry Road MONTGOMERY, AL 36104",Origin,36104,MONTGOMERY,AL,USA,TOTAL WGHT,44310,"STAPLES 125 MUSHROOM BLVD ROCHESTER, NY 14623",Destination,14623,ROCHESTER,NY,USA,Bill-To,"Send POD within 24-48 hours from delivery to: TransPODsupport@technicolor.com. Invoice submission: New TGL carriers: Use load Id as invoice number. Send invoice, POD, load tender, W9, and NOA to carrier.invoice.support@technicolor.com for CTSI carrier set up: Vantiva c/o CTSI 3403--1 South Prescott st, Memphis, TN 38111-4618",38111,MEMPHIS,TN,USA,6/30/2023,7/3/2023
TENDER BRENNTAG 1414454,0,861834827,ULFNUM,07-0052 BMS ORLANDO (S) 250 CENTRAL FLORIDA PKWY ORLANDO FL 32824 USA,Pickup,32824,ORLANDO,FL,USA,Weight,41316,07-00043 BMS MIAMI (S) 8700 NW 36TH AVE MIAMI FL 33147 USA,Dropoff,33157,MIAMI,FL,USA,Bill To,"Brenntag Mid-South 1405 Highway 136 W Henderson, KY 42420, USA",42420,HENDERSON,KY,USA,6/27/2023,6/27/2023
Wester tender 1,0,1392299,LOADID,,,,,,,,,,,,,,,,,,,,,,
